ThicknessIdx,SampleID,SNR_total_median_dB,SNR_total_mean_dB,SNR_excess_median_dB,BuriedFraction,NoiseFloor_RMS_V,N_Events,Thickness
2,57,1.38152149097781,1.4145963774132,-4.26566060494982,0,0.0015645604136784,16,4 mm
2,58,1.5311975000736,1.70744509627987,-3.74036731164638,0,0.00156568087914705,20,4 mm
2,59,1.26543927477806,1.31989294061757,-4.70889895636378,0,0.00156308173966734,18,4 mm
2,60,1.50207799417338,1.34004141962873,-3.83825423114441,0,0.00156396916650129,15,4 mm
2,61,1.6042215291744,1.56886678626724,-3.49842627372726,0,0.00156570038662489,17,4 mm
2,62,1.50198455544853,1.59294930534578,-3.85111055539666,0,0.00156292869327978,16,4 mm
2,63,1.52443377004972,1.51646201006706,-3.76226774289318,0,0.00156026947370338,15,4 mm
2,64,1.20884834566148,1.14455079092796,-4.85579654302129,0.0454545454545455,0.00156967798366779,22,4 mm
2,65,1.73683596745363,1.80057221759775,-3.08293399556878,0,0.00156509270334904,17,4 mm
2,66,1.38347560534725,1.45580920527578,-4.25817071999108,0,0.00156449973249072,20,4 mm
2,67,1.63583144353992,1.63395517032989,-3.39689886679331,0,0.00156421723349769,15,4 mm
2,68,1.69465431147309,1.58756700906969,-3.21218676473575,0,0.00156460020471247,15,4 mm
2,69,1.38454205934547,1.48897347561463,-4.25757972741597,0,0.00156506077930533,16,4 mm
